sample,pct_miss,city,site_abbv,nlcd_urban_pct,id,management_type,name,value
LS.BA.PSP.M.1,(52),Baltimore,PSP,0,1,M,K1,0.004
LS.BA.PSP.M.1,(52),Baltimore,PSP,0,1,M,K2,0.996
LS.BA.PSP.M.1,(52),Baltimore,PSP,0,1,M,K3,0
LS.BO.I1.U.1,(98),Boston,I1,0,1,U,K1,0.98
LS.BO.I1.U.1,(98),Boston,I1,0,1,U,K2,0.017
LS.BO.I1.U.1,(98),Boston,I1,0,1,U,K3,0.004
LS.BO.I2.U.1,(99),Boston,I2,0,1,U,K1,0.893
LS.BO.I2.U.1,(99),Boston,I2,0,1,U,K2,0.079
LS.BO.I2.U.1,(99),Boston,I2,0,1,U,K3,0.029
LS.BO.I2.U.3,(98),Boston,I2,0,3,U,K1,0.05
LS.BO.I2.U.3,(98),Boston,I2,0,3,U,K2,0.871
LS.BO.I2.U.3,(98),Boston,I2,0,3,U,K3,0.079
LS.BO.I2.U.4,(98),Boston,I2,0,4,U,K1,0.024
LS.BO.I2.U.4,(98),Boston,I2,0,4,U,K2,0.941
LS.BO.I2.U.4,(98),Boston,I2,0,4,U,K3,0.035
LS.BO.I2.U.5,(98),Boston,I2,0,5,U,K1,0.005
LS.BO.I2.U.5,(98),Boston,I2,0,5,U,K2,0.988
LS.BO.I2.U.5,(98),Boston,I2,0,5,U,K3,0.006
LS.BO.I4.U.1,(96),Boston,I4,0,1,U,K1,0.985
LS.BO.I4.U.1,(96),Boston,I4,0,1,U,K2,0.007
LS.BO.I4.U.1,(96),Boston,I4,0,1,U,K3,0.008
LS.BO.I4.U.2,(98),Boston,I4,0,2,U,K1,0.018
LS.BO.I4.U.2,(98),Boston,I4,0,2,U,K2,0.016
LS.BO.I4.U.2,(98),Boston,I4,0,2,U,K3,0.966
LS.BO.R1.U.1,(98),Boston,R1,0,1,U,K1,0.011
LS.BO.R1.U.1,(98),Boston,R1,0,1,U,K2,0.005
LS.BO.R1.U.1,(98),Boston,R1,0,1,U,K3,0.984
LS.BO.R1.U.2,(98),Boston,R1,0,2,U,K1,0.963
LS.BO.R1.U.2,(98),Boston,R1,0,2,U,K2,0.021
LS.BO.R1.U.2,(98),Boston,R1,0,2,U,K3,0.016
LS.BO.R2.U.1,(99),Boston,R2,0,1,U,K1,0.64
LS.BO.R2.U.1,(99),Boston,R2,0,1,U,K2,0.338
LS.BO.R2.U.1,(99),Boston,R2,0,1,U,K3,0.022
LS.BO.R2.U.2,(98),Boston,R2,0,2,U,K1,0.941
LS.BO.R2.U.2,(98),Boston,R2,0,2,U,K2,0.03
LS.BO.R2.U.2,(98),Boston,R2,0,2,U,K3,0.029
LS.BO.R2.U.4,(99),Boston,R2,0,4,U,K1,0.51
LS.BO.R2.U.4,(99),Boston,R2,0,4,U,K2,0.188
LS.BO.R2.U.4,(99),Boston,R2,0,4,U,K3,0.302
LS.BO.R4.U.1,(99),Boston,R4,0,1,U,K1,0.627
LS.BO.R4.U.1,(99),Boston,R4,0,1,U,K2,0.34
LS.BO.R4.U.1,(99),Boston,R4,0,1,U,K3,0.033
LS.BO.R4.U.2,(97),Boston,R4,0,2,U,K1,0.04
LS.BO.R4.U.2,(97),Boston,R4,0,2,U,K2,0.952
LS.BO.R4.U.2,(97),Boston,R4,0,2,U,K3,0.008
LS.BO.R4.U.4,(98),Boston,R4,0,4,U,K1,0.882
LS.BO.R4.U.4,(98),Boston,R4,0,4,U,K2,0.022
LS.BO.R4.U.4,(98),Boston,R4,0,4,U,K3,0.096
LS.PX.COY.M.3,(55),Phoenix,COY,0,3,M,K1,0.001
LS.PX.COY.M.3,(55),Phoenix,COY,0,3,M,K2,0.001
LS.PX.COY.M.3,(55),Phoenix,COY,0,3,M,K3,0.999
LS.PX.COY.M.4,(63),Phoenix,COY,0,4,M,K1,0
LS.PX.COY.M.4,(63),Phoenix,COY,0,4,M,K2,0
LS.PX.COY.M.4,(63),Phoenix,COY,0,4,M,K3,0.999
LS.PX.COY.M.5,(76),Phoenix,COY,0,5,M,K1,0
LS.PX.COY.M.5,(76),Phoenix,COY,0,5,M,K2,0
LS.PX.COY.M.5,(76),Phoenix,COY,0,5,M,K3,0.999
LS.PX.NUE.M.1,(57),Phoenix,NUE,0,1,M,K1,0
LS.PX.NUE.M.1,(57),Phoenix,NUE,0,1,M,K2,0
LS.PX.NUE.M.1,(57),Phoenix,NUE,0,1,M,K3,1
LS.PX.NUE.M.3,(72),Phoenix,NUE,0,3,M,K1,0
LS.PX.NUE.M.3,(72),Phoenix,NUE,0,3,M,K2,0
LS.PX.NUE.M.3,(72),Phoenix,NUE,0,3,M,K3,0.999
LS.PX.RPL.U.2,(80),Phoenix,RPL,0,2,U,K1,0
LS.PX.RPL.U.2,(80),Phoenix,RPL,0,2,U,K2,0.001
LS.PX.RPL.U.2,(80),Phoenix,RPL,0,2,U,K3,0.999
LS.PX.RPL.U.3,(77),Phoenix,RPL,0,3,U,K1,0
LS.PX.RPL.U.3,(77),Phoenix,RPL,0,3,U,K2,0
LS.PX.RPL.U.3,(77),Phoenix,RPL,0,3,U,K3,0.999
LS.PX.RPL.U.5,(85),Phoenix,RPL,0,5,U,K1,0.004
LS.PX.RPL.U.5,(85),Phoenix,RPL,0,5,U,K2,0.001
LS.PX.RPL.U.5,(85),Phoenix,RPL,0,5,U,K3,0.995
LS.PX.PIE.M.2,(84),Phoenix,PIE,6.106785297775594,2,M,K1,0.001
LS.PX.PIE.M.2,(84),Phoenix,PIE,6.106785297775594,2,M,K2,0.001
LS.PX.PIE.M.2,(84),Phoenix,PIE,6.106785297775594,2,M,K3,0.999
LS.PX.PIE.M.4,(72),Phoenix,PIE,6.106785297775594,4,M,K1,0
LS.PX.PIE.M.4,(72),Phoenix,PIE,6.106785297775594,4,M,K2,0
LS.PX.PIE.M.4,(72),Phoenix,PIE,6.106785297775594,4,M,K3,0.999
LS.PX.PIE.M.5,(80),Phoenix,PIE,6.106785297775594,5,M,K1,0
LS.PX.PIE.M.5,(80),Phoenix,PIE,6.106785297775594,5,M,K2,0
LS.PX.PIE.M.5,(80),Phoenix,PIE,6.106785297775594,5,M,K3,0.999
LS.LA.ARR.U.1,(52),Los Angeles,ARR,9.15818569249628,1,U,K1,0.999
LS.LA.ARR.U.1,(52),Los Angeles,ARR,9.15818569249628,1,U,K2,0.001
LS.LA.ARR.U.1,(52),Los Angeles,ARR,9.15818569249628,1,U,K3,0
LS.LA.ARR.U.2,(45),Los Angeles,ARR,9.15818569249628,2,U,K1,0.999
LS.LA.ARR.U.2,(45),Los Angeles,ARR,9.15818569249628,2,U,K2,0
LS.LA.ARR.U.2,(45),Los Angeles,ARR,9.15818569249628,2,U,K3,0
LS.LA.ARR.U.3,(52),Los Angeles,ARR,9.15818569249628,3,U,K1,0.999
LS.LA.ARR.U.3,(52),Los Angeles,ARR,9.15818569249628,3,U,K2,0
LS.LA.ARR.U.3,(52),Los Angeles,ARR,9.15818569249628,3,U,K3,0
LS.LA.ARR.U.4,(92),Los Angeles,ARR,9.15818569249628,4,U,K1,0.967
LS.LA.ARR.U.4,(92),Los Angeles,ARR,9.15818569249628,4,U,K2,0.03
LS.LA.ARR.U.4,(92),Los Angeles,ARR,9.15818569249628,4,U,K3,0.003
LS.LA.ARR.U.5,(54),Los Angeles,ARR,9.15818569249628,5,U,K1,0.999
LS.LA.ARR.U.5,(54),Los Angeles,ARR,9.15818569249628,5,U,K2,0
LS.LA.ARR.U.5,(54),Los Angeles,ARR,9.15818569249628,5,U,K3,0
LS.MN.L01-LS.M.1,(97),Minneapolis,L01-LS,9.66579796934746,1,M,K1,0.008
LS.MN.L01-LS.M.1,(97),Minneapolis,L01-LS,9.66579796934746,1,M,K2,0.989
LS.MN.L01-LS.M.1,(97),Minneapolis,L01-LS,9.66579796934746,1,M,K3,0.004
LS.MN.L01-LS.M.2,(85),Minneapolis,L01-LS,9.66579796934746,2,M,K1,0.168
LS.MN.L01-LS.M.2,(85),Minneapolis,L01-LS,9.66579796934746,2,M,K2,0.832
LS.MN.L01-LS.M.2,(85),Minneapolis,L01-LS,9.66579796934746,2,M,K3,0.001
LS.MN.L01-LS.M.4,(85),Minneapolis,L01-LS,9.66579796934746,4,M,K1,0.003
LS.MN.L01-LS.M.4,(85),Minneapolis,L01-LS,9.66579796934746,4,M,K2,0.996
LS.MN.L01-LS.M.4,(85),Minneapolis,L01-LS,9.66579796934746,4,M,K3,0.001
LS.PX.MAN.M.1,(56),Phoenix,MAN,10.394256265475892,1,M,K1,0
LS.PX.MAN.M.1,(56),Phoenix,MAN,10.394256265475892,1,M,K2,0
LS.PX.MAN.M.1,(56),Phoenix,MAN,10.394256265475892,1,M,K3,1
LS.PX.MAN.M.2,(46),Phoenix,MAN,10.394256265475892,2,M,K1,0
LS.PX.MAN.M.2,(46),Phoenix,MAN,10.394256265475892,2,M,K2,0
LS.PX.MAN.M.2,(46),Phoenix,MAN,10.394256265475892,2,M,K3,1
LS.PX.MAN.M.3,(75),Phoenix,MAN,10.394256265475892,3,M,K1,0.001
LS.PX.MAN.M.3,(75),Phoenix,MAN,10.394256265475892,3,M,K2,0.001
LS.PX.MAN.M.3,(75),Phoenix,MAN,10.394256265475892,3,M,K3,0.998
LS.PX.MAN.M.4,(55),Phoenix,MAN,10.394256265475892,4,M,K1,0
LS.PX.MAN.M.4,(55),Phoenix,MAN,10.394256265475892,4,M,K2,0
LS.PX.MAN.M.4,(55),Phoenix,MAN,10.394256265475892,4,M,K3,1
LS.PX.MAN.M.5,(55),Phoenix,MAN,10.394256265475892,5,M,K1,0
LS.PX.MAN.M.5,(55),Phoenix,MAN,10.394256265475892,5,M,K2,0
LS.PX.MAN.M.5,(55),Phoenix,MAN,10.394256265475892,5,M,K3,1
LS.BO.WL1.M.1,(99),Boston,WL1,14.533204650130944,1,M,K1,0.272
LS.BO.WL1.M.1,(99),Boston,WL1,14.533204650130944,1,M,K2,0.247
LS.BO.WL1.M.1,(99),Boston,WL1,14.533204650130944,1,M,K3,0.481
LS.BO.WL1.M.2,(98),Boston,WL1,14.533204650130944,2,M,K1,0.779
LS.BO.WL1.M.2,(98),Boston,WL1,14.533204650130944,2,M,K2,0.187
LS.BO.WL1.M.2,(98),Boston,WL1,14.533204650130944,2,M,K3,0.034
LS.BO.WL1.M.3,(98),Boston,WL1,14.533204650130944,3,M,K1,0.015
LS.BO.WL1.M.3,(98),Boston,WL1,14.533204650130944,3,M,K2,0.978
LS.BO.WL1.M.3,(98),Boston,WL1,14.533204650130944,3,M,K3,0.007
LS.LA.HOW.U.1,(78),Los Angeles,HOW,15.454299570813884,1,U,K1,0.997
LS.LA.HOW.U.1,(78),Los Angeles,HOW,15.454299570813884,1,U,K2,0.002
LS.LA.HOW.U.1,(78),Los Angeles,HOW,15.454299570813884,1,U,K3,0.001
LS.LA.HOW.U.3,(55),Los Angeles,HOW,15.454299570813884,3,U,K1,0.998
LS.LA.HOW.U.3,(55),Los Angeles,HOW,15.454299570813884,3,U,K2,0.002
LS.LA.HOW.U.3,(55),Los Angeles,HOW,15.454299570813884,3,U,K3,0
LS.LA.HOW.U.4,(51),Los Angeles,HOW,15.454299570813884,4,U,K1,0.999
LS.LA.HOW.U.4,(51),Los Angeles,HOW,15.454299570813884,4,U,K2,0.001
LS.LA.HOW.U.4,(51),Los Angeles,HOW,15.454299570813884,4,U,K3,0
LS.LA.HOW.U.5,(67),Los Angeles,HOW,15.454299570813884,5,U,K1,0.999
LS.LA.HOW.U.5,(67),Los Angeles,HOW,15.454299570813884,5,U,K2,0.001
LS.LA.HOW.U.5,(67),Los Angeles,HOW,15.454299570813884,5,U,K3,0
LS.BO.HC2.M.5,(99),Boston,HC2,17.451061426376246,5,M,K1,0.76
LS.BO.HC2.M.5,(99),Boston,HC2,17.451061426376246,5,M,K2,0.204
LS.BO.HC2.M.5,(99),Boston,HC2,17.451061426376246,5,M,K3,0.036
LS.MN.L11-LS.U.1,(59),Minneapolis,L11-LS,17.46244381504287,1,U,K1,0.001
LS.MN.L11-LS.U.1,(59),Minneapolis,L11-LS,17.46244381504287,1,U,K2,0.999
LS.MN.L11-LS.U.1,(59),Minneapolis,L11-LS,17.46244381504287,1,U,K3,0
